category,file_path,role,skills,education
CHEF,data/CHEF/25128608.pdf,EXECUTIVE CHEF,". Works well as a dynamic leader in high-
pressure settings.
Skills
Strong attention to safe food handling procedures
Chef at 
The Cork Tree
 , awarded best restaurant in 
West Ways MagazineÂ 
Employed at 
Bing Crosby's
 , featured in
 Â Desert Sum MagazineÂ 
 ""Chefs Surprise"" column
August 2008
Beautiful presentation of food
Food presentation talent
Hospitality and service industry
background
Food presentation talent","Associate of Arts
 
: 
Culinary Arts, Chef Training and Restaurant Management 
1 1983
 
Los Angeles Trade Technical College
 
- 
City
 
, 
State
 
Chef Discovers Contemporary Flavors - Culinary Institute of America
 
-"
CHEF,data/CHEF/18825446.pdf,EXECUTIVE CHEF,"Ability
to handle fast-paced 
Back of house operations environment 
as well as front of house understanding Ability to handle/resolve problems 
Kitchen
productivity Successful kitchen staff supervisor 
Strong customer relationship builder Cash handling 
Plate presentation skills Special dietary needs
expert 
Proficiency in inventory and ordering Food handling knowledge 
Proved leadership skills Food production quality knowledge 
Reliable,
punctual and committed to High level of cleanly kitchen 
customer service maintenance 
Staff scheduling knowledge Interviewing and training ability
Sensitive to cultural diversity Knowledge of basic food preparation 
Strong restaurant serving","2011
Le Cordon Bleu Culinary School
 
City
 
, 
State
 
, 
USA
 
Associate of Arts
 
: 
Culinary Arts Hospitality and Restaurant Management
Le Cordon Bleu Culinary Arts Hospitality and Restaurant Management Specialized in all aspects of culinary cuisine
Professional Affiliations
Member, Small Business Association (2005 - present)
Member, USPCA
United States Private Chef Association"
CHEF,data/CHEF/19285236.pdf,EXECUTIVE CHEF,".Â 
 Monitored training costs and created budget reports for
management.Â 
Delivered Results:
Developed a cohesive team between front and back of house and reduced amount of turnover.
Â Lowered food & produce costs by (%) while increasing quality through while implementing a new line of products through extensive","2012
Frontline Culinary Certificate
 
AACCÂ 
â€‹
2 semesters
2012-2013
Frontline Leadership Certificate -
 
: 
2010
ServSafe Instructor & Proctor 
ServSafe Certified"
CHEF,data/CHEF/94047639.pdf,LINE CHEF,". I am very personable. I love working hands on with people and have worked in various field with customers
and ensuring their satisfaction of their product.
Line Cook with years of","Associate of Applied Science
 
: 
business, Hospitality Management
 
Liberty University
 
Associate of Applied Science: business managment Liberty
University - on line Coursework in Hospitality Management is my main goal and I will start these classes winter quarter
Associate of Arts
 
: 
criminal justice/paralegal
 
Associate of Arts: criminal justice/paralegal Kaplan - online GED: Ged - state"
CHEF,data/CHEF/26718039.pdf,CHEF,"delivery, Detail oriented, English, inventory, Inventory Management, logistics, producing, purchasing, quality, retail, scheduling, Spanish, work-flow",
CHEF,data/CHEF/86551046.pdf,SENIOR SOUS CHEF,"Highly Focused and DrivenHighly Focused and Driven
High Volume Production Capability
High Profile Events
Reliable","2005
GED
 
: 
General
 
SWIC
 
ï¼​ 
City
 
, 
State
 
, 
United States"
CHEF,data/CHEF/25953797.pdf,HEAD CHEF,"Arts, inventory",and further
CHEF,data/CHEF/11209758.pdf,DFW PERSONAL CHEF,"administrative, ads, Arabic, business development, contracts, Customer Relationship Management, Client, clients, customer satisfaction, energy
efficient, English, food safety, French, hiring, inventory management, inventory, marketing, market, mentor, Access, Excel (spreadsheets, Outlook,
PowerPoint, 98, Microsoft Word, networking, payroll processing, pivot tables, policies, pricing, product development, producing, profit,
purchasing, quality, QuickBooks, safety, selling, sales, Search Engine Optimization, servers, shipping, staffing, strategic, tax, tax returns, training
programs",", exceptional client care and outpacing sales benchmarks three years in a row Won Henry W.
Bloch Excellence in Client Service Award.
Manager
 
, 
05/2002
 
to 
06/2008
 
Company Name
 
â€“ 
City
 
, 
State
 
Managed Steak and Ale's #1 Texas location in revenue generation ($3.93 million annually).
Supervised all staff hiring,.
onboarding, training, retention initiatives, performance appreciation and disciplinary actions.
Designed and applied.
revenue generating and cost saving strategies.
Achievements Expanded high margin menu items, offered daily specials, added new happy hour promotions and coached servers in up-
selling techniques, revenue growing measures achieved an average check increase of 14% Reduced labor cost, renegotiated lease terms,
minimized inventory waste, installed energy efficient equipment and instructed staff to multitask, cost cutting measures achieved 16%
decrease in overhead expenses Spearheaded a customer loyalty program, fostered patrons retention and contributed 77% in repeat
business Committed to elevate customer"
CHEF,data/CHEF/28092317.pdf,EXECUTIVE CHEF,as both chef and manager. Over ten years of,"2003
Bachelor of Arts
 
: 
International Development with a minor in Spanish and Anthropology
 
University of Oregon
 
ï¼​ 
City
 
, 
State
 
, 
United States"
CHEF,data/CHEF/10001727.pdf,SOUS CHEF,". Reliable and dedicated with the ability to grasp and apply new procedures quickly; organize and prioritize
tasks to meet deadlines and adapt readily to new challenges.
Core Strengths
Promoting hotel facilities Customer service Hospitality
Supervising
Resolving guest disputes
Project Management
Marketing","al Background
Master's
 
, 
Business Administration
 
2015
 
Stratford University
 
ï¼​ 
City
 
, 
State
 
GPA: 
GPA: 3.8 Magna Cum Lade
 
Business Administration GPA: 3.8
Magna Cum Lade
Bachelors of Arts
 
, 
Hospitality Management
 
2013
 
Stratford University
 
ï¼​ 
City
 
, 
State
 
, 
USA
Hospitality Management
Associate of Applied Science
 
, 
Advanced Culinary Arts
 
2010
 
Stratford
 
ï¼​ 
City
 
, 
State
 
, 
USA
Advanced Culinary Arts (C.C.)
Certifications and Trainings
 
City
 
, 
State
TIPS certified
CPR-AED Certified
Certified Food Handler, State of Virginia
Food Management Professional, State of Virginia
IHG Training
OnQ Training
Certified Culinarian 2010"
CHEF,data/CHEF/18036030.pdf,Ashanique Gray,"Mental health assessments
Behavior modification
Conflict mediation
Data analysis and reporting
Loading unloading trailers
Machine operations
Team lead
Communication skills
Structured value is a must
Cleansiness and professionalism","and Training
High School Diploma
 
Chesapeake High School
 
Jun 2012
 
City
Completed continuing education in Human Services Social Worker for bachelors degree
Currently a student in college
I am an A and B student with a few college credits
3.5 Gpa Level
Some College (No Degree)
 
: 
Human Services Social Worker
 
CCBC Essex Campus 
City
I am working towards my bachelors degree I have a few credits
Serving society is very important to me"
CHEF,data/CHEF/22561438.pdf,CHEF DE CUISINE,,"2/2010
Associate of Occupational Studies Degree
 
: 
Le Cordon Bleu Culinary Arts
 
Le Cordon Bleu College of Culinary Arts Pasadena CA.
 
Le Cordon
Bleu Culinary Arts
References
Mateo Rogers - Executive Chef The Hatch Rotisserie (559) 836-0455
Scott Howard - Executive Chef Citizen Beverly hills (415) 246-8542
Laurie Sisneros - Owner of Spaghettini restaurant group (562) 307-3111
â€‹"
CHEF,data/CHEF/27298953.pdf,SUBSTITUTE PARA PROFESSIONAL,". Versed in 
Relationship
 Â Management and Human Resource
Management. Desires a challenging role as an Administrator in a busy and productive environment.","Certificate in Human Resources Management 
Feb 2015
 
Bryant University
 
City
 
, 
State
General Courses
 
U Mass Dartmouth
 
City
 
, 
State
Marketing and Management and Human Resource Courses
 
Bristol Community College
 
City
 
, 
State
 
Fisher Junior College
Mass Communications
 
Emerson College
 
City
 
, 
State"
CHEF,data/CHEF/15180322.pdf,CHEF,"Understands mobility assistance needs
Charting expertise
Understands medical procedures
Trained in grooming and bathing assistance
General housekeeping ability
Trained in catheter change and preparation
Calm and level-headed under duress
Quick problem solver
Valid [state] driver's license
Reliable transportation
Medical terminology knowledge","and Coursework
Baltimore International College
 
City
 
, 
State
 
, 
USA
 
Culinary Arts
 
AA degree
Culinary Arts
GPA 4.0
Coursework in GEN ED - plus CULINARY Arts
Deans list every year
Coursework in Anatomy, Physiology and Health Assessments[Name] Academic Achievement Award"
CHEF,data/CHEF/81373857.pdf,HEAD CHEF,Comfortable standing for long time periods,"Graduate
 
2012
 
Watkins Mills High School
 
, 
City
 
, 
State
Academic Achievement Award
Bachelor of Science
 
:
 
Computer Science
 
2014
 
University of Maryland College Park
Attended Towson University (2014)"
CHEF,data/CHEF/29990140.pdf,PROJECT MANAGER AND PHOTOGRAPHER,"to meet client and company needs.Highly focused and results-oriented office professional who successfully supports complex, deadline-
driven operations. Customer-oriented and computer-savvy.","for team members.
Education
2013
Old dominion UNIVERSITY
 
City
 
, 
State
 
, 
US
 
Bachelors of Art
 
: 
History
History Major with Minors in French, Geography and Secondary Education.
Achievements/Organizations:
*Inducted into Pi Delta Phi Spring 2013(Collegiate French National Honor Society).
*Received the 2013 Emerging Leaders Award from Gamma Sigma Sigma National Service Sorority.
*President of Eta Rho Chapter of Gamma Sigma Sigma National Service Sorority, Inc., Member of French Club, Community Service Officer ofODU Student Veterans Association, and Member of Baptist Campus Ministries"
CHEF,data/CHEF/23807940.pdf,SENIOR BANQUET CHEF,"Business operations expertise
Inventory control and record keeping
Trained in performance and wage reviews
Natural leader
Service-oriented
Strong work ethic","Bachelors Degree
 
: 
Culinary Arts and Hospitality Management Nutrition and Restaurant Techniques
 
1 1998
 
RIVB Culinary Institute
 
- 
City
Culinary Arts and Hospitality Management Nutrition and Restaurant Techniques
Business Administration
 
1 1992
 
Mavo College
 
- 
City
 
Business Administration
Certifications
Serv-Safe Manager Certified 
Certified in Managing a multi-cultural diverse workforce 
Â"
CHEF,data/CHEF/92122785.pdf,BANQUET CHEF,,"Servsafe certified
 
: 
1990
 
Baltimore Culinary College
 
City
 
, 
State
 
Graduated with honors in restaurant and hotel management - 
The Greenbrier Apprenticeship Program: White Sulphur Springs, West Virginia
Graduated with a gold medal in cold food display and a silver medal in hot food 
competition -
ACF Executive Certified Chef
 
: 
2012
 Sous Vide workshop
 
: 
2014
 
, teacher was Richard Rosendale C.M.C 
Certified Master Chef prep class
 
: 
2014
 
, teacher was Richard Rosendale C.M.C
 
: 
2016"
CHEF,data/CHEF/20321582.pdf,EXECUTIVE CHEF,"Conflict Resolution
Leadership Skills
Staff Training
Premier Ordering
FMS(Food Management Systems)
Hospitality Suite
Payroll and scheduling
ServSafe Certification
High energy
Vendor relations Sysco/U.S Foods
Performance assessments
Menu planning
Problem-solving
Strong work ethic","Associate of Arts
 
: 
Culinary Arts
 
2005
 
Savannah Technical University
 
- 
City
 
, 
State
Majored in Culinary Arts
Minored in Sanitation
Graduated with 3.5 GPA
Graduated in Top 10% of Class
Food Preparation, Kitchen Management, Patisserie and Confectionery, International Cuisine
 
: 
2002
 
United States Air Force
 
- 
City
 
, 
State
Security Police/Culinary Course work in leadership"
CHEF,data/CHEF/29775391.pdf,EXÃ‰CUTIVE BANQUETTE SOUS CHEF,.,"Diploma
 
: 
2009
 
academia international 
- 
City
 
, 
State
Culinary Arts Certificate
Coursework in Culinary and Restaurant Management
Coursework in Hospitality Management
Food Services Technology classes
Basic Vocational Certificate: Bakery Assistant
Basic Vocational Certificate: Lead Baker
Basic Vocational Certificate: First Cook
Coursework in Professional Cooking and Baking
Coursework in Hotel Management and Restaurant Food Service
Coursework in Hotel Administration
Coursework in Business Administration and Management
Culinary Arts coursework
Hotel and Restaurant Administration coursework
Coursework in Sales and Marketing Management
Food Systems Management coursework
Certified Nutrition ConsultantPersonal Training certificate
Advanced coursework in Food Systems Management
Extensively trained in Pediatric Feeding and Nutrition
Hospitality Management, hotels, tourism and food services. specialization in commercial cookery, Academia International Melbourne, Australia.
certificate 4 & 5. OH&S Short course in - Food Garnishing 
-Specialty Knives Banquet interior design, major in business and private conventions.
Responsible service of alcohol Australia certificate (RSA) 
: 
1 2004
 
Shalon Secondary College
 
- 
City"
